SK_ID_CURR,TARGET,SCORE
100329,0,0.44137502
100332,0,0.3546669
100333,0,0.47021955
100335,0,0.76182306
100336,1,0.33201444
100338,0,0.7621978
100339,0,0.8989522
100341,0,0.54881227
100342,0,0.29617703
100343,0,0.5061604
100344,0,0.7193964
100346,0,0.7765522
100347,0,0.7588802
100348,0,0.67539126
100349,0,0.61563075
100350,0,0.6643791
100351,0,0.7039504
100356,0,0.5716898
100357,0,0.7990944
100359,0,0.6423831
100361,0,0.6370901
100362,0,0.6410166
100363,0,0.8764833
100364,0,0.48363
100365,0,0.60692674
100366,0,0.8750882
100368,0,0.5970994
100369,0,0.66035366
100370,0,0.6459842
100371,0,0.7386337
100372,0,0.7317024
100373,0,0.5180685
100374,0,0.5161674
100375,0,0.45616436
100376,0,0.35317075
100378,0,0.62186193
100383,0,0.2384876
100387,0,0.5401256
100388,0,0.6874565
100389,0,0.81324327
100390,0,0.8404508
100391,0,0.63223636
100392,0,0.5929647
100393,0,0.9380869
100395,0,0.7560848
100396,1,0.14233464
100397,0,0.8505776
100400,0,0.76554257
100403,0,0.4426477
100406,0,0.68703485
100407,0,0.6129457
100409,0,0.3826872
100411,0,0.46481436
100414,0,0.53619766
100415,0,0.4111758
100417,0,0.65122396
100418,0,0.5553762
100419,0,0.5619169
100420,0,0.7286736
100421,0,0.6857256
100423,0,0.45860493
100424,1,0.49246073
100425,0,0.7808985
100427,0,0.5108073
100428,0,0.64354527
100429,0,0.12488365
100431,0,0.29562348
100432,0,0.69932425
100433,0,0.5863899
100434,0,0.74989444
100435,0,0.75936395
100436,0,0.8640043
100437,0,0.7818378
100439,1,0.11297387
100440,0,0.629423
100441,0,0.8145188
100443,0,0.68008924
100448,0,0.6971046
100449,0,0.6528682
100451,0,0.6424512
100453,0,0.7650069
100455,0,0.86131823
100456,0,0.14494067
100458,0,0.69176996
100459,0,0.6248053
100461,0,0.68882257
100462,0,0.5306248
100463,0,0.83310014
100464,0,0.40972733
100470,0,0.72071064
100472,1,0.20480609
100473,0,0.58815825
100475,0,0.6604351
100476,0,0.41733098
100477,1,0.12388575
100478,0,0.50266874
100479,0,0.38642573
100481,0,0.8428621
100482,0,0.705052
100485,1,0.44085854
100486,0,0.80363953
100488,0,0.84683
100492,0,0.478113
100493,0,0.6326049
100495,0,0.54244983
100497,0,0.8066243
100498,0,0.20768869
100499,0,0.6337549
100500,0,0.72458804
100501,0,0.69442606
100502,0,0.8472592
100503,0,0.68020153
100504,0,0.33618212
100505,0,0.7446416
100507,0,0.37939447
100508,0,0.80033743
100509,0,0.7755201
100511,0,0.38580954
100514,0,0.7396532
100515,0,0.6481893
100516,0,0.9196802
100519,0,0.6346437
100521,0,0.49113303
100522,0,0.46048963
100523,0,0.6852511
100528,0,0.6386405
100531,0,0.6085117
100534,0,0.5346825
100536,0,0.70453423
100537,0,0.5607456
100538,0,0.20900935
100539,0,0.89766073
100540,1,0.32612556
100541,1,0.08524072
100542,0,0.69870675
100543,0,0.61236763
100544,0,0.083637655
100545,0,0.75525093
100546,0,0.4608121
100547,1,0.24081379
100550,0,0.7543231
100554,0,0.7769811
100555,0,0.36735857
100557,0,0.52186275
100558,0,0.16638845
100560,0,0.6030911
100562,0,0.52477366
100563,0,0.40060884
100564,0,0.40366095
100566,0,0.77055615
100567,1,0.22056854
100570,0,0.7172093
100571,0,0.47734785
100572,0,0.7637447
100573,0,0.55479455
100574,0,0.7065636
100575,0,0.83491105
100577,0,0.70477283
100578,0,0.3766135
100579,0,0.5690185
100580,0,0.6101214
100581,0,0.7632729
100582,0,0.6785712
100583,0,0.5996784
100584,0,0.40735936
100585,0,0.54234004
100586,0,0.7068628
100587,0,0.7631607
100588,0,0.7237499
100589,0,0.3969692
100593,0,0.6459397
100594,0,0.5040709
100595,0,0.44785386
100596,0,0.30315006
100597,0,0.5496708
100598,0,0.51752996
100599,0,0.20993048
100600,0,0.526201
100601,0,0.69214046
100603,0,0.39760727
100606,0,0.6829794
100608,0,0.48747015
100610,0,0.42651778
100612,0,0.66459715
100614,0,0.46445924
100615,0,0.7425817
100619,0,0.60745364
100620,0,0.74185944
100621,0,0.8503288
100624,0,0.58232903
100626,0,0.8064214
100628,0,0.5359231
100629,0,0.85274994
100630,0,0.7723787
100631,0,0.62646425
100633,0,0.35897148
100635,0,0.2082243
100636,1,0.6670242
100637,0,0.9419492
100638,0,0.57775813
100639,0,0.8617516
100640,0,0.80469686
100643,0,0.75282663
100644,0,0.6976675
100645,0,0.6500312
100646,1,0.23718393
100647,0,0.804764
100650,1,0.17837703
100651,0,0.7501937
100652,0,0.79085034
100653,0,0.32144815
100654,0,0.3950686
100655,0,0.5260967
100656,0,0.781499
100657,0,0.85290754
100658,0,0.24193579
100660,0,0.6994752
100662,0,0.5282608
100663,0,0.3635652
100664,0,0.7952264
100666,0,0.35306203
100667,0,0.7655716
100668,0,0.3489746
100669,0,0.5139449
100670,0,0.85038817
100671,0,0.5923662
100673,0,0.7616594
100674,0,0.62651
100678,0,0.6774803
100679,0,0.77529097
100680,0,0.74576515
100681,0,0.42736584
100682,0,0.27717078
100683,0,0.75385773
100684,0,0.84361374
100685,0,0.532089
100686,0,0.6830412
100687,0,0.581172
100688,0,0.15246016
100689,0,0.8207548
100691,0,0.52709866
100694,0,0.8127041
100695,0,0.74662
100696,0,0.4992351
100697,0,0.8878083
100700,0,0.31207728
100703,0,0.7596295
100704,0,0.71056366
100707,0,0.731415
100709,0,0.6859664
100710,0,0.53713095
100712,0,0.8845273
100714,1,0.7055652
100715,0,0.18846256
100716,0,0.50318515
100718,0,0.7402941
100720,0,0.51063204
100722,0,0.50537074
100724,0,0.3266278
100725,0,0.7567495
100726,0,0.2074951
100727,0,0.6846689
100728,0,0.45572054
100730,0,0.8878745
100731,0,0.8357177
100733,0,0.65836823
100734,0,0.7194998
100735,0,0.68886775
100736,0,0.6841988
100737,0,0.8565837
100738,0,0.45248246
100739,0,0.9107266
100741,0,0.0818373
100742,0,0.52359504
100743,0,0.8773038
100746,0,0.8574527
100748,0,0.5389143
100749,0,0.4455325
100750,0,0.54646015
100757,0,0.32720214
100758,0,0.3719434
100759,0,0.82440543
100761,0,0.68176323
100764,0,0.8509484
100766,0,0.6158326
100768,0,0.6789111
100769,0,0.4997607
100771,0,0.61647284
100773,0,0.77220225
100774,0,0.31281668
100776,0,0.6943226
100778,0,0.58424824
100779,0,0.8769527
100780,0,0.6007206
100781,0,0.3979414
100782,0,0.5308247
100783,0,0.22134894
100785,0,0.69664526
100786,0,0.74146074
100787,0,0.54562014
100788,0,0.7699317
100789,0,0.7923827
100790,0,0.43219244
100793,0,0.6923677
100794,0,0.7011724
100795,0,0.35897064
100796,1,0.2193597
100798,0,0.42142892
100799,0,0.7117388
100800,0,0.7384083
100802,0,0.44480854
100803,0,0.34077388
100804,0,0.09837365
100805,0,0.84122133
100806,0,0.8392211
100807,0,0.3839774
100808,1,0.2837988
100809,0,0.8759333
100810,0,0.36395383
100811,0,0.7818234
100812,0,0.9529954
100813,0,0.5434232
100814,0,0.8539131
100815,0,0.83436966
100816,1,0.6131135
100817,0,0.3024904
100818,0,0.44002497
100819,0,0.7865162
100820,0,0.52322686
100821,0,0.47625363
100822,0,0.34895694
100824,0,0.60024756
100827,0,0.2696014
100829,0,0.7485589
100831,0,0.50476056
100832,0,0.7209054
100833,0,0.47618937
100834,0,0.4402129
100835,0,0.3736704
100838,0,0.30416209
100839,1,0.1387735
100840,1,0.4537803
100841,0,0.29183066
100842,0,0.7792102
100843,0,0.72825515
100844,0,0.4715954
100845,0,0.08353764
100846,0,0.2597472
100847,0,0.84561956
100848,0,0.7142699
100849,0,0.58302736
100850,0,0.40564108
100851,0,0.5012739
100852,0,0.7791015
100853,0,0.5049868
100854,0,0.16057438
100855,0,0.3616233
100858,0,0.32954115
100859,0,0.59610856
100861,0,0.6088706
100862,0,0.6545487
100863,0,0.88641113
100865,0,0.7168739
100866,0,0.6731745
100867,0,0.6859441
100869,0,0.30975932
100871,0,0.16317862
100874,0,0.66737795
100875,0,0.7586788
100878,0,0.57736325
100879,1,0.26068062
100880,0,0.9116837
100882,0,0.66645575
100883,0,0.49716473
100884,0,0.23450023
100885,0,0.6319082
100886,0,0.8998251
100887,0,0.69085824
100888,0,0.9038199
100889,0,0.9505898
100890,0,0.8306073
100891,0,0.7477851
100893,0,0.8667966
100894,0,0.6725354
100896,1,0.69159573
100897,0,0.07170308
100898,0,0.8039874
100899,0,0.4931891
100900,0,0.5947261
100902,1,0.5584892
100903,0,0.7302592
100904,0,0.6589998
100905,0,0.4483961
100906,0,0.7026192
100907,0,0.6858313
100908,0,0.5230769
100911,0,0.84923947
100912,0,0.45908082
100915,0,0.24835587
100916,0,0.77254015
100917,0,0.29328245
100919,0,0.8052183
100920,0,0.6195092
100921,0,0.24231184
100923,0,0.5876033
100924,0,0.5609969
100927,0,0.67367595
100928,0,0.79279757
100929,0,0.54180753
100930,0,0.72331166
100932,0,0.5331057
100934,0,0.7609183
100935,0,0.76982284
100936,1,0.34501243
100937,0,0.33214462
100938,0,0.79174453
100939,0,0.20783931
100940,0,0.9149756
100942,0,0.66565824
100943,0,0.43497443
100944,0,0.37378687
100945,1,0.4369067
100946,0,0.3333202
100947,0,0.21884137
100948,0,0.6104083
100950,0,0.8078401
100951,0,0.2224217
100954,0,0.9062352
100955,0,0.86894107
100956,0,0.658098
100958,0,0.53963673
100959,0,0.7950047
100960,0,0.6017685
100961,0,0.6373216
100962,0,0.62185717
100963,1,0.3567344
100966,0,0.60115325
100967,0,0.5790502
100968,0,0.4880811
100969,0,0.73735267
100972,0,0.3001935
100973,0,0.62137306
100974,0,0.924679
100975,0,0.90510637
100977,0,0.6602639
100978,0,0.7728562
100979,0,0.678038
100980,0,0.6988356
100981,0,0.7605683
100988,0,0.74055815
100989,0,0.81374794
100990,0,0.3542559
100991,0,0.6680553
100992,1,0.20165777
100993,0,0.5759159
100994,0,0.4698153
100995,0,0.18815559
100996,1,0.17589593
101000,0,0.28606266
101001,0,0.61224353
101003,0,0.77880573
101004,0,0.16216397
101006,0,0.7657524
101007,0,0.16650647
101009,0,0.52733654
101011,0,0.5620145
101012,0,0.26222318
101014,0,0.80381936
101017,0,0.31417882
101018,0,0.7391436
101019,0,0.4687369
101022,0,0.6778846
101028,0,0.2325806
101029,0,0.4880345
101032,0,0.5626341
101033,0,0.46220565
101034,0,0.35772765
101035,0,0.64306086
101037,0,0.81149024
101038,0,0.51295626
101039,0,0.62875485
101040,0,0.6597581
101042,1,0.6078847
101043,0,0.44237852
101044,0,0.6589112
101045,0,0.72284734
101046,0,0.6842527
101047,0,0.6439968
101049,0,0.4100836
101050,0,0.29660505
101052,0,0.45755166
101053,0,0.3628108
101054,0,0.7286758
101058,0,0.58404404
101059,0,0.88598984
101060,0,0.7325762
101061,0,0.82757527
101062,0,0.9159748
101063,1,0.5306353
101065,0,0.6112455
101066,0,0.20860082
101067,0,0.28953618
101068,0,0.38770503
101069,0,0.39348775
101071,0,0.55997014
101072,0,0.55035543
101073,1,0.24397892
101074,0,0.5735946
101075,0,0.7409525
101076,1,0.22263312
101078,0,0.4088167
101081,0,0.32991052
101083,0,0.68102133
101084,0,0.20736474
101085,0,0.7457763
101086,0,0.5546286
101088,0,0.6875648
101089,0,0.6668158
101093,1,0.21904933
101095,0,0.8776383
101096,1,0.15666342
101098,0,0.67099404
101100,0,0.7480916
101102,0,0.746783
101103,0,0.47765982
101104,0,0.7859603
101105,0,0.4326585
101106,0,0.28589702
101108,0,0.37805486
101110,0,0.7455721
101111,0,0.6605333
101112,0,0.64434165
101113,0,0.7735522
101114,0,0.6746404
101115,0,0.6134881
101116,0,0.7215386
101117,0,0.7465284
101120,0,0.74219096
101121,1,0.2558722
101122,0,0.5594505
101123,0,0.8131887
101127,1,0.23202622
101129,0,0.83215797
101131,0,0.5574192
101132,0,0.7669903
101134,0,0.6317607
101135,0,0.52324474
101137,0,0.53881955
101138,0,0.7977692
101139,0,0.7765059
101141,0,0.5636467
101142,1,0.14432424
101145,0,0.8069552
101147,1,0.13878101
101148,0,0.5941198
101150,0,0.4600795
101151,0,0.70545053
101152,0,0.7306349
101153,0,0.4667297
101154,0,0.7660344
101155,0,0.48175776
101156,0,0.60358727
101157,0,0.8317389
101158,0,0.42229408
101159,0,0.18785632
101162,0,0.61227465
101164,0,0.59223765
101166,0,0.506205
101167,0,0.62634385
101168,0,0.7864752
101170,0,0.7059647
101171,0,0.5914943
101172,0,0.6096396
101173,0,0.3344491
101174,0,0.5734687
101175,0,0.62799025
101176,0,0.6201427
101177,0,0.65606797
101178,0,0.82073045
101179,0,0.16979164
101180,0,0.75627977
101182,0,0.63014853
101183,0,0.11907911
101184,0,0.36081427
101185,0,0.7622895
101188,0,0.76563644
101191,0,0.41130883
101192,0,0.5521064
101195,0,0.6364902
101196,0,0.5555
101197,1,0.25717717
101199,0,0.4386381
101201,1,0.43449855
101202,0,0.12401968
101205,0,0.45009494
101206,0,0.72195804
101207,0,0.57961345
101208,0,0.3517779
101210,0,0.4867555
101212,0,0.35631937
101214,0,0.7969952
101216,0,0.7609812
101218,0,0.35997713
101219,0,0.7160104
101221,0,0.48891646
101222,0,0.7402718
101224,0,0.7359357
101226,0,0.46337932
101227,0,0.7584337
101228,0,0.5321138
101229,0,0.3074748
101230,0,0.81715447
101232,0,0.46157616
101233,0,0.82648754
101236,0,0.8154908
101238,0,0.20868999
101239,0,0.30767572
101240,0,0.7690297
101241,0,0.3260851
101245,1,0.10544109
101246,0,0.8111064
101247,0,0.7087647
101248,0,0.5596683
101249,0,0.7832555
101250,0,0.6094348
101251,0,0.8044684
101252,0,0.5853292
101253,0,0.7589855
101254,0,0.2714681
101255,0,0.7430387
101256,0,0.3509354
101257,0,0.5445491
101260,0,0.5378548
101262,0,0.8822183
101263,0,0.3921237
101264,0,0.88571626
101265,0,0.51835096
101266,0,0.3864473
101267,0,0.6241163
101270,0,0.74227136
101272,0,0.8426521
101273,0,0.8407054
101275,0,0.31829453
101276,0,0.13136417
101277,1,0.10014784
101278,0,0.7311046
101280,0,0.6530397
101282,0,0.83256316
101283,0,0.28298444
101284,0,0.42753774
101286,1,0.24452603
101289,0,0.6250863
101290,0,0.27464372
101293,0,0.7187467
101298,0,0.66676617
101300,1,0.16048253
101302,0,0.38966745
101303,0,0.3688094
101304,0,0.39733386
101306,0,0.27971625
101307,0,0.3790307
101310,0,0.8637225
101311,0,0.6148036
101313,0,0.727215
101314,0,0.7299851
101315,0,0.6128973
101316,0,0.7732508
101317,0,0.6132945
101319,0,0.5385984
101320,0,0.4889211
101321,0,0.65183306
101323,0,0.63089067
101324,0,0.5454778
101325,0,0.79100084
101326,0,0.6414517
101328,0,0.637301
101330,1,0.63049793
101331,0,0.57085866
101334,0,0.7263614
101335,0,0.4672643
101336,0,0.570716
101339,0,0.77195907
101341,0,0.92963034
101342,0,0.13194638
101344,0,0.569317
101347,0,0.7438731
101348,0,0.6135608
101349,0,0.6305553
101350,0,0.32155758
101351,0,0.74072826
101352,0,0.54125464
101359,0,0.2705428
101364,0,0.64911866
101369,0,0.44629222
101370,0,0.3038656
101371,0,0.21014535
101372,0,0.92622745
101373,1,0.4372052
101375,0,0.8415075
101377,0,0.47009754
101378,0,0.7018473
101379,0,0.2827286
101381,0,0.6162343
101382,1,0.6293842
101384,0,0.114127815
101385,0,0.5645764
101387,0,0.5576147
101388,0,0.24098241
101389,0,0.38516378
101391,0,0.57657695
101392,0,0.66339827
101393,0,0.7573575
101394,0,0.5961008
101395,0,0.8964441
101400,0,0.48102158
101402,0,0.6311803
101404,0,0.769106
101405,0,0.71279955
101406,1,0.41930068
101408,0,0.39387304
101410,0,0.28660452
101411,0,0.9416777
101413,0,0.72078705
101414,0,0.54325247
101415,0,0.59593004
101416,0,0.6968138
101417,0,0.54371685
101419,0,0.83120036
101420,1,0.14985842
101421,0,0.65314317
101422,0,0.32234693
101425,0,0.68069136
101430,0,0.6735269
101431,0,0.48037356
101432,0,0.6200745
101433,0,0.8403883
101435,0,0.36672384
101437,0,0.821655
101439,0,0.7180375
101441,0,0.39539456
101442,0,0.69974935
101444,1,0.15122628
101447,0,0.55499935
101450,0,0.68609047
101452,0,0.7940186
101453,0,0.21375537
101454,0,0.6704105
101455,0,0.31331176
101457,0,0.5744034
101458,1,0.2716713
101461,0,0.6980438
101462,0,0.52188885
101463,0,0.7789855
101464,0,0.8107682
101466,0,0.6320925
101469,0,0.4962266
101471,0,0.5823455
101473,0,0.5807088
101475,0,0.90570074
101476,0,0.31200057
101479,0,0.5897676
101481,0,0.6179364
101482,0,0.79349494
101483,0,0.23230779
101484,1,0.3118449
101485,0,0.64773977
101486,0,0.67287266
101487,0,0.57481277
101488,0,0.5864134
101490,0,0.78963923
101491,0,0.6645427
101492,0,0.54488754
101493,0,0.76416814
101494,0,0.39514774
101495,1,0.39964873
101496,0,0.807852
101498,0,0.82325804
101499,0,0.5602089
101501,0,0.37643778
101503,0,0.9119801
101505,0,0.2464084
101508,0,0.9244772
101510,0,0.63170505
101511,0,0.68981427
101512,0,0.3490551
101513,0,0.65970874
101514,0,0.6717272
101515,1,0.34325296
101516,1,0.2432319
101517,0,0.584144
101519,0,0.853114
101520,0,0.2978527
101521,0,0.4357782
101522,0,0.5743871
101524,0,0.7823221
101525,0,0.7692658
101526,0,0.3108359
101527,0,0.69524163
101529,0,0.33442926
101530,0,0.62738013
101531,1,0.39242667
101532,0,0.4729243
101533,0,0.540807
101534,0,0.68118423
101536,0,0.49593335
101537,0,0.22423601
101538,1,0.3430981
101539,0,0.7076736
101540,0,0.879669
101541,1,0.7578418
101542,0,0.57723135
101543,0,0.5345695
101544,0,0.6911839
101545,0,0.7948798
101549,0,0.69563353
101550,0,0.83408535
101553,0,0.2771548
101554,0,0.48360103
101556,0,0.8914493
101558,0,0.662968
101560,0,0.17562044
101561,0,0.40621573
101562,0,0.20400691
101563,0,0.7939905
101566,0,0.7415124
101567,0,0.7011068
101568,0,0.70490026
101569,0,0.8799481
101571,0,0.739413
101573,0,0.3870921
101575,1,0.42103958
101576,0,0.67952096
101577,0,0.806742
101579,0,0.24270737
101581,0,0.62459755
101583,0,0.81093997
101585,0,0.4354959
101586,0,0.76854575
101587,0,0.7327317
101589,0,0.16949868
101590,0,0.55146825
101591,0,0.8359603
101594,0,0.4941709
101595,0,0.4997183
101597,0,0.7546892
101598,0,0.65057373
101599,0,0.27208918
101600,0,0.8445815
101601,0,0.59024537
101603,0,0.5631881
101604,0,0.79302347
101605,0,0.9246296
101606,0,0.6575804
101607,0,0.9148397
101608,0,0.67601264
101609,0,0.40209287
101611,0,0.58265656
101612,0,0.51197326
101613,0,0.65075505
101615,0,0.5758785
101618,0,0.47416794
101619,0,0.9474197
101620,0,0.4072811
101621,0,0.8159234
101623,0,0.7050102
101624,0,0.7253812
101625,0,0.15276915
101626,0,0.65699923
101627,0,0.6607623
101628,0,0.84315217
101629,0,0.7507393
101630,0,0.79327035
101631,0,0.70613
101632,0,0.42530704
101633,0,0.6910726
101634,0,0.44699943
101636,0,0.49687237
101638,0,0.9355521
101640,0,0.690091
101641,0,0.7017747
101642,0,0.37958688
101645,0,0.34995103
101646,1,0.29871362
101648,0,0.5210044
101652,0,0.4797107
101653,0,0.6076075
101654,0,0.77376604
101655,0,0.79669845
101656,0,0.5792583
101657,0,0.78469914
101658,0,0.6829226
101659,0,0.5976287
101661,0,0.72814584
101663,0,0.8055749
101666,0,0.6162001
101670,0,0.7032971
101671,0,0.4710052
101672,0,0.52824706
101673,0,0.4407087
101676,0,0.42031032
101677,0,0.8959926
101679,0,0.21071154
101680,0,0.7471746
101681,0,0.84424955
101685,0,0.41460472
101687,0,0.3903197
101689,0,0.48172027
101690,0,0.29896528
101693,0,0.7655198
101694,0,0.7290032
101696,0,0.6616433
101698,0,0.53904366
101701,0,0.6717521
101702,0,0.5341951
101703,0,0.58639956
101704,0,0.43243128
101705,1,0.24164194
101706,0,0.79243433
101707,0,0.90571725
101708,0,0.6413709
101709,0,0.45520294
101710,0,0.6803184
101712,0,0.8132815
101713,0,0.402341
101716,0,0.30154407
101717,0,0.74906266
101718,0,0.5967553
101719,0,0.33770818
101720,0,0.70489407
101721,1,0.65338314
101722,0,0.5565852
101724,0,0.80410635
101725,0,0.6216506
101729,0,0.7436497
101730,1,0.28919965
101731,0,0.8172585
101734,0,0.78454304
101735,0,0.7626709
101737,0,0.5431409
101739,0,0.5307844
101740,0,0.8964774
101741,0,0.40996075
101742,0,0.3808062
101743,0,0.60643893
101745,0,0.49886805
101747,0,0.8609698
101748,0,0.4358855
101749,0,0.5045397
101750,0,0.73000705
101751,0,0.7010217
101753,0,0.4364112
101754,0,0.81489986
101755,0,0.8173745
101760,0,0.7549907
101763,0,0.575675
101766,0,0.7038222
101767,0,0.67186624
101768,0,0.6292033
101770,0,0.389991
101771,0,0.54379463
101773,0,0.56478095
101774,0,0.38153982
101775,0,0.39803243
101776,0,0.6893363
101777,0,0.26938105
101778,0,0.770494
101779,0,0.7063167
101781,0,0.5528214
101783,0,0.5922235
101790,0,0.6519836
101791,0,0.7457447
101793,0,0.7691801
101794,0,0.5284956
101795,0,0.49857098
101796,1,0.19445181
101797,0,0.608723
101799,0,0.6352757
101800,0,0.77305126
101801,0,0.83254355
101802,0,0.6716605
101803,1,0.24386966
101804,0,0.558488
101806,0,0.64943093
101807,0,0.18375921
101809,0,0.37313688
101810,0,0.85441357
101812,0,0.45802712
101813,0,0.7727234
101814,0,0.47810638
101815,0,0.18564034
101817,0,0.57652336
101820,0,0.6411277
101821,0,0.5815077
101823,0,0.83879924
101825,0,0.84557617
101826,0,0.12168419
101828,0,0.6432438
101829,0,0.7782864
101830,0,0.6895029
101831,0,0.26180625
101833,0,0.26656568
101834,0,0.204166
101835,0,0.549929
101836,0,0.55832803
101837,0,0.8117202
101838,0,0.62856615
101839,0,0.58384234
101840,0,0.73542345
101842,1,0.24459463
101843,0,0.43967205
101844,0,0.92952985
101845,0,0.5409264
101847,0,0.3713311
101848,0,0.4792574
101849,0,0.6540133
101850,0,0.657075
101851,0,0.3407957
101852,0,0.70896393
101853,0,0.5453237
101855,0,0.5112773
101857,0,0.62368745
101858,0,0.90516454
101859,1,0.24772185
101860,0,0.5669267
101861,0,0.45934933
101862,0,0.56570053
101864,0,0.44002038
101865,0,0.86736125
101869,0,0.4223649
101871,1,0.18745184
101872,0,0.45587635
101874,1,0.19644445
101875,0,0.21478361
101876,0,0.8233384
101881,0,0.72556937
101882,0,0.11619407
101885,0,0.41326958
101886,0,0.6277392
101888,0,0.66674364
101889,0,0.7029989
101890,0,0.7066556
101891,0,0.7426212
101893,0,0.84845406
101894,0,0.78945965
101895,0,0.7347203
101896,0,0.44733638
101898,0,0.4598542
101899,0,0.4653942
101900,0,0.33378392
